EventCode,NumMentions,Actor1Code,Actor1Name,Actor2Code,Actor2Name,NumArticles,DATEADDED
010,10,JUD,JUDGE,COP,PRISON,10,20230524053000
0311,10,LAB,WORKER,,,10,20230524053000
120,10,LAB,EMPLOYEE,,,10,20230524053000
030,10,LBN,TYRE,,,10,20230524053000
036,10,LEG,PARLIAMENT,OPP,THE OPPOSITION,10,20230524053000
036,5,MED,MEDIA,GOV,CHIEF MINISTER,5,20230524053000
012,5,MNCUSA,MICROSOFT,,,5,20230524053000
020,10,MNCUSAHLH,WALGREEN,JUD,FEDERAL COURT,10,20230524053000
051,10,OPP,ACTIVIST,,,10,20230524053000
172,5,POL,POLISH,,,5,20230524053000
110,10,REL,PILGRIM,,,10,20230524053000
020,5,USA,FLORIDA,LAB,EMPLOYEE,5,20230524053000
070,5,USA,WASHINGTON,LAB,EMPLOYEE,5,20230524053000
100,10,USAEDU,BOSTON,BUS,COMPANIES,10,20230524053000
010,10,fan,FANG,,,10,20230524053000
043,10,tms,TAMA,BUS,BUSINESS,10,20230524053000
036,10,,,CHRPRO210,LUTHERAN,10,20230524054500
052,10,,,COP,POLICE COMMISSIONER,10,20230524054500
071,10,AGR,FARMER,GOV,GOVERNMENT,10,20230524054500
043,5,BUS,INDUSTRY,ELI,ACTOR,5,20230524054500
111,10,CANGOV,MANITOBA,CVL,COMMUNITY,10,20230524054500
036,10,CHRPRO210,LUTHERAN,,,10,20230524054500
0353,10,COP,POLICE,MED,MEDIA,10,20230524054500
010,10,COP,POLICE,MIL,CARRIER,10,20230524054500
043,5,COP,POLICE,USA,CLEVELAND,5,20230524054500
010,10,COPMED,POLICE,COP,POLICE,10,20230524054500
026,10,CVL,RESIDENTS,,,10,20230524054500
020,10,CVL,COMMUNITY,AUS,VICTORIA,10,20230524054500
084,5,CVL,RESIDENTS,GOV,AUTHORITIES,5,20230524054500
051,10,CVLEDU,COMMUNITY,EDU,STUDENT,10,20230524054500
140,5,EDU,STUDENT,,,5,20230524054500
020,10,EDU,SCHOOL,CVL,COMMUNITY,10,20230524054500
010,5,EDU,UNIVERSITY,LAB,STAFF MEMBER,5,20230524054500
080,5,EDU,UNIVERSITY,LAB,STAFF MEMBER,5,20230524054500
042,5,ELI,ACTOR,BUS,INDUSTRY,5,20230524054500
010,5,GOV,PRESIDENT,CAN,MANITOBA,5,20230524054500
172,5,GOV,PRESIDENT,CAN,MANITOBA,5,20230524054500
051,5,GOV,MAYOR,COPGOV,DEPUTY,5,20230524054500
060,5,GOV,PRESIDENT,NER,NIGER,5,20230524054500
080,5,GOV,PRESIDENT,NER,NIGER,5,20230524054500
193,10,GOVBUS,NATIONAL BANK,,,10,20230524054500
030,10,GOVCOP,INSPECTOR GENERAL,PTY,POLITICAL PARTIES,10,20230524054500
040,10,GOVCOP,INSPECTOR GENERAL,PTY,POLITICAL PARTIES,10,20230524054500
071,10,HLH,NURSE,,,10,20230524054500
0842,10,HLH,HOSPITAL,,,10,20230524054500
173,10,HLH,HOSPITAL,COP,DEPUTIES,10,20230524054500
020,10,IGOUNOHLHWHO,WORLD HEALTH ORGANIZATION,,,10,20230524054500
154,10,IGOUNOHLHWHO,WORLD HEALTH ORGANIZATION,,,10,20230524054500
186,5,LAB,EMPLOYEE,JUD,PROSECUTOR,5,20230524054500
010,5,LEG,REPRESENTATIVES,EDU,UNIVERSITY,5,20230524054500
010,5,LEG,REPRESENTATIVES,JUD,TRIBUNAL,5,20230524054500
051,10,LEGGOV,FEDERATION COUNCIL,CVL,RESIDENTS,10,20230524054500
036,10,LEGLAB,CHAMBER,LEGGOV,CHAMBER,10,20230524054500
060,10,MIL,COMMANDER,COP,POLICE,5,20230524054500
020,5,MYS,SABAH,GOV,GOVERNMENT,5,20230524054500
040,10,PTY,POLITICAL PARTIES,GOVCOP,INSPECTOR GENERAL,10,20230524054500
172,10,USA,IOWA,,,10,20230524054500
180,10,USA,IOWA,,,10,20230524054500
042,5,USA,CLEVELAND,COP,POLICE,5,20230524054500
160,5,USA,CLEVELAND,COP,POLICE,5,20230524054500
073,5,VCTHLH,ST VINCENT,HLH,HOSPITAL,5,20230524054500
112,10,twi,ASHANTI,,,10,20230524054500
043,6,COP,PRISON,,,6,20230524063000
010,10,GOV,OFFICIAL SOURCE,,,10,20230524044500
010,10,BUS,BANK,,,10,20230524064500
173,3,JUD,SUPREME COURT,,,3,20230524050000
138,3,NGOHRI,HUMAN RIGHTS GROUP,,,3,20230524050000
172,10,AFG,AFGHANISTAN,,,10,20230524044500
120,10,CVLCVL,CIVILIAN,,,10,20230524063000
010,10,BUS,PRODUCER,,,10,20230524063000
071,10,BUS,PRODUCER,,,10,20230524063000
193,10,MED,WEBSITE,,,10,20230524063000
120,6,AUSCVL,AUSTRALIAN,,,6,20230524041500
084,3,USAGOV,BARACK OBAMA,,,3,20230524041500
060,2,JUD,LAWYER,,,2,20230524054500
042,2,USA,UNITED STATES,,,2,20230524054500
040,6,GOV,MINIST,,,6,20230524060000
020,8,BRA,BRAZIL,,,8,20230524053000
010,2,BHR,BAHRAIN,,,2,20230524041500
110,4,ARM,ARMENIA,,,4,20230524050000
051,4,AZE,AZERBAIJAN,,,4,20230524070000
030,3,CHL,SANTIAGO,,,3,20230524060000
036,10,CVL,TRAVELER,,,10,20230524061500
043,1,USA,UNITED STATES,,,1,20230524050000
040,2,USA,UNITED STATES,,,2,20230524070000
043,10,ALB,ALBANIA,,,10,20230524060000
173,1,ALB,ALBANIA,,,1,20230524060000
012,4,USA,UNITED STATES,,,2,20230524050000
111,6,ALB,ALBANIAN,,,6,20230524063000
020,10,JUD,PROSECUTOR,,,10,20230524063000
051,6,CHR,CHRISTIAN,,,6,20230524064500
043,1,TWN,TAIWAN,,,1,20230524063000
190,21,GBR,BIRMINGHAM,,,18,20230524064500
043,10,GOV,SECRETARY OF STATE,,,10,20230524064500
141,5,MNCUSA,LOCKHEED MARTIN,,,5,20230524064500
0833,8,USA,UNITED STATES,,,8,20230524064500
160,2,SCGSRB,SERBIA,,,2,20230524040000
080,2,ALB,ALBANIA,,,2,20230524040000
013,10,USA,ALABAMA,,,10,20230524040000
014,4,USA,UNITED STATES,,,4,20230524040000
070,10,BUS,COMPANIES,,,10,20230524054500
017,10,ARM,ARMENIA,,,10,20230524060000
203,10,ARM,ARMENIAN,,,10,20230524060000
110,6,ARM,ARMENIA,,,6,20230524050000
084,10,COP,DEPUTY,,,10,20230524044500
100,10,GOV,PRESIDENT,,,10,20230524061500
010,10,MIL,ARMY,,,10,20230524063000
070,10,MIL,MILITARY,,,10,20230524063000
010,5,SPY,INTELLIGENCE,,,5,20230524070000
050,10,SPY,INTELLIGENCE,,,10,20230524070000
010,6,LEG,LAWMAKER,,,6,20230524041500
040,10,JUD,LAWYER,,,10,20230524060000
040,10,LAB,WORKER,,,10,20230524060000
120,10,LAB,EMPLOYEE,,,10,20230524054500
090,10,LEG,CHAMBER,,,10,20230524053000
090,2,MAR,MOROCCAN,,,2,20230524053000
036,2,USA,UNITED STATES,,,2,20230524061500
071,3,USACVL,ARKANSAS,,,3,20230524061500
071,10,GOV,AUTHORITIES,,,10,20230524044500
090,10,USA,ARKANSAS,,,10,20230524044500
040,10,LEG,GENERAL ASSEMBLY,,,10,20230524044500
114,10,ARG,ARGENTINA,,,10,20230524061500
070,10,BUS,ENTREPRENEUR,,,10,20230524061500
012,10,EUR,EUROPE,,,10,20230524061500
