Date,Action,Forecast,Actual,Return (%),Budget,LongOnly
2023-03-20,,3269.4316,3917.47,,,18722.9131020771
2023-03-27,,3272.7197,3982.93,,,19035.768565338327
2023-04-03,Sell,3263.243,4102.2,0.007281458729462214,5030.700375588416,19605.800204555664
2023-04-10,,3225.0447,4085.2,,,19524.55145913188
2023-04-17,,3206.042,4137.17,,,19772.933653230353
2023-04-24,,3172.3044,4132.07,,,19748.559029603217
2023-05-01,Sell,3170.3513,4166.79,0.005757429580084377,5001.736472437462,19914.49764378638
2023-05-08,,3160.2612,4136.98,,,19772.025579016794
2023-05-15,,3132.3296,4126.65,,,19722.655017826928
2023-05-22,,3112.175,4190.78,,,20029.153961593238
